title,release_date,imdb_id,tmdb_id,overview,origin_country,popularity,runtime,vote_average,vote_count,directors,directors_id,directors_popularity,cast_top5,cast_top5_id,cast_top5_popularity,genres,production_companies,production_companies_id,production_countries,audiAcc
Macbeth,2015-09-22,tt2884018,225728,"Feature film adaptation of Shakespeare's Scottish play about General Macbeth whose ambitious wife urges him to use wicked means in order to gain power of the throne over the sitting king, Duncan.",GB,2.1193,113,6.5,1464,Justin Kurzel,549310,0.3421,"Michael Fassbender, Marion Cotillard, Paddy Considine, Sean Harris, Jack Reynor","17288, 8293, 14887, 16702, 1007683","3.5992, 3.6321, 2.9598, 2.1742, 1.2593","Drama, War","Anton Capital Entertainment, See-Saw Films, Creative Scotland, DMC Film, Film4 Productions, StudioCanal, The Weinstein Company","20664, 7217, 8087, 58085, 6705, 694, 308","FR, GB",52455
The Lobster,2015-10-15,tt3464902,254320,"In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into animals and sent off into The Woods.",GB,6.5382,119,7.039,6460,Yorgos Lanthimos,122423,1.3808,"Colin Farrell, Rachel Weisz, Olivia Colman, Léa Seydoux, Michael Smiley","72466, 3293, 39187, 121529, 17078","5.0843, 6.1045, 3.6586, 2.3531, 0.946","Comedy, Drama, Romance","Scarlet Films, Haut et Court, Eurimages, Lemming Film, Element Pictures, Nederlands Fonds voor de Film, Greek Film Centre, Faliro House Productions, Limp, Film4 Productions, Protagonist Pictures","71265, 726, 850, 2345, 3353, 4508, 7254, 19246, 72597, 6705, 20277","FR, GR, IE, NL, GB",22290
Brooklyn,2015-10-20,tt2381111,167073,"In 1950s Ireland and New York, young Eilis Lacey has to choose between two men and two countries.",GB,2.824,111,7.315,3135,John Crowley,77269,0.3977,"Saoirse Ronan, Domhnall Gleeson, Emory Cohen, Jim Broadbent, Julie Walters","36592, 93210, 1041440, 388, 477","4.6106, 6.931, 1.3258, 2.3377, 4.6731","Romance, Drama, History","Wildgaze Films, Parallel Film Productions, BBC Film, Bun and Ham Productions, Finola Dwyer Productions, Item 7, Ingenious Media, Fís Éireann/Screen Ireland","1508, 128279, 288, 131294, 35317, 7177, 290, 1898","CA, IE, GB",36585
Spectre,2015-10-26,tt2379713,206647,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",GB,56.9284,148,6.558,10726,Sam Mendes,39,1.9724,"Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes, Monica Bellucci","8784, 27319, 121529, 5469, 28782","4.197, 3.4714, 2.3531, 4.4141, 15.5021","Action, Adventure, Thriller","Metro-Goldwyn-Mayer, Columbia Pictures, EON Productions, B24","21, 5, 7576, 69434","GB, US",1791902
Bridget Jones's Baby,2016-09-14,tt1473832,95610,"After breaking up with Mark Darcy five years earlier, Bridget Jones' happily-ever-after hasn't quite gone according to plan. Fortysomething and single again, she decides to focus on her job as top news producer and surround herself with old friends and new. For once, Bridget has everything completely under control. Then her love life takes a turn - while a weekend away at a music festival, she meets a dashing American named Jack, who is everything Mark is not, and spends a night with him. A week later, she runs into newly-separated Mark, and has a one-night dalliance. In an unlikely twist, she finds herself pregnant, but with one hitch - she's not sure of the identity of her baby's father - Mark or Jack.",GB,6.1567,123,6.4,2988,Sharon Maguire,9158,0.2921,"Renée Zellweger, Colin Firth, Patrick Dempsey, Jim Broadbent, Gemma Jones","9137, 5472, 18352, 388, 9138","3.7015, 4.8311, 3.2818, 2.3377, 1.5206","Drama, Comedy, Romance","StudioCanal, Working Title Films","694, 10163","FR, GB",776993
"I, Daniel Blake",2016-10-21,tt5168192,374473,"A middle aged carpenter, who requires state welfare after injuring himself, is joined by a single mother in a similar scenario.",GB,2.0624,100,7.7,1451,Ken Loach,15488,0.7654,"Dave Johns, Hayley Squires, Briana Shann, Dylan McKiernan, Kate Rutter","1554383, 1182598, 1650254, 1650252, 229605","0.3118, 0.4296, 0.1897, 0.1016, 0.3123",Drama,"Sixteen Films, Why Not Productions, Wild Bunch, BBC Film, Les Films du Fleuve, France 2 Cinéma","12695, 729, 856, 288, 1926, 83","GB, FR, BE",43538
Paddington 2,2017-11-09,tt4468740,346648,"Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen.",GB,7.7857,104,7.467,2501,Paul King,101666,0.8204,"Ben Whishaw, Sally Hawkins, Hugh Bonneville, Madeleine Harris, Samuel Joslin","17064, 39658, 19923, 1304661, 1304662","2.4198, 2.9688, 2.1665, 0.5966, 0.6179","Adventure, Comedy, Family","StudioCanal, Heyday Films, Anton Capital Entertainment","694, 437, 20664","FR, GB",304134
The Children Act,2018-08-01,tt6040662,467936,"In the midst of a marital crisis, a High Court judge must decide if she should order a life-saving blood transfusion for a teen with cancer despite his family's refusal to accept medical treatment for religious reasons.",GB,2.489,105,6.578,619,Richard Eyre,36693,0.3463,"Emma Thompson, Stanley Tucci, Fionn Whitehead, Jason Watkins, Anthony Calf","7056, 2283, 1687041, 63608, 192846","5.6811, 5.6845, 2.9574, 1.5632, 0.726",Drama,"FilmNation Entertainment, BBC Film, Toledo Productions","7493, 288, 6326","GB, US",4568
The Wife,2018-08-02,tt3750872,340613,"A wife questions her life choices as she travels to Stockholm with her husband, where he is slated to receive the Nobel Prize for Literature.",GB,1.7363,100,7.1,1079,Björn Runge,93237,0.1914,"Glenn Close, Jonathan Pryce, Christian Slater, Max Irons, Harry Lloyd","515, 378, 2224, 232396, 205258","3.7781, 2.9529, 3.7088, 0.9027, 1.3749",Drama,"Anonymous Content, Meta Film London, Silver Reel, Tempo Productions, Embankment Films, Creative Scotland, Spark Film & TV, Chimney Sweden, Film i Väst","10039, 246999, 12075, 3130, 86902, 8087, 122801, 3555, 2801","SE, CH, GB, US",26884
The Corrupted,2019-05-10,tt5687270,512239,"Set ahead of the 2012 London Olympics, the film follows Liam, an ex-con trying to win back the love and trust of his family. He has lost everything at the hands of a local crime syndicate run by Clifford Cullen, who has high-level connections in politics, finance and the police force. Liam's drive for redemption sees him caught up in a web of conspiracy, crime, and corruption.",GB,1.5531,103,6.1,94,Ron Scalpello,1081874,0.1111,"Sam Claflin, Charlie Murphy, Timothy Spall, Hugh Bonneville, Noel Clarke","237455, 1356630, 9191, 19923, 76242","4.203, 2.3272, 2.6281, 2.1665, 0.6279","Crime, Thriller","Eclipse Films, Powderkeg Pictures, Riverstone Pictures","11310, 85703, 76314",GB,1136
Diego Maradona,2019-06-14,tt5433114,536841,"Constructed from over 500 hours of never-before-seen footage, this documentary centers on the personal life and career of the controversial football player Diego Maradona who played for SSC Napoli and Argentina in the 1980s.",GB,1.3739,130,7.443,405,Asif Kapadia,55251,0.5105,"Diego Maradona, Pelé, Dalma Maradona, Daniel Arcucci, Alberto Bigon","56218, 140152, 1409171, 2413250, 2413251","0.4645, 0.3286, 0.1709, 0.0286, 0.0948",Documentary,"On the Corner Films, Lorton Entertainment, Film4 Productions","56804, 82963, 6705",GB,4192
The Informer,2019-08-30,tt1833116,466081,"In New York, former convict Pete Koslow, related to the Polish mafia, must deal with both Klimek the General, his ruthless boss, and the twisted ambitions of two federal agents, as he tries to survive and protect the lives of his loved ones.",GB,3.3838,109,6.519,877,Andrea Di Stefano,40541,0.2495,"Joel Kinnaman, Rosamund Pike, Common, Ana de Armas, Clive Owen","92404, 10882, 4238, 224513, 2296","2.7963, 7.6537, 1.8524, 20.918, 3.8957","Drama, Crime, Thriller","Thunder Road, The Fyzz, Maddem Films","3528, 36109, 122390","GB, US",19016
Official Secrets,2019-08-30,tt5431890,393624,The true story of British intelligence whistleblower Katharine Gun who—prior to the 2003 Iraq invasion—leaked a top-secret NSA memo exposing a joint US-UK illegal spying operation against members of the UN Security Council. The memo proposed blackmailing member states into voting for war.,GB,2.0233,112,7.2,1017,Gavin Hood,13079,0.6817,"Keira Knightley, Matt Smith, Ralph Fiennes, Adam Bakri, Matthew Goode","116, 136532, 5469, 1187037, 1247","8.2872, 3.1383, 4.4141, 0.3002, 11.0309","Thriller, History, Drama","Clear Pictures Entertainment, Classified Films, Screen Yorkshire, Entertainment One, Sierra/Affinity, Entertainment One Features, The Mark Gordon Company","50494, 101834, 2690, 8147, 24049, 69850, 1557","CA, GB, US",2714
A Shaun the Sheep Movie: Farmageddon,2019-09-26,tt6193408,422803,"When an alien with amazing powers crash-lands near Mossy Bottom Farm, Shaun the Sheep goes on a mission to shepherd the intergalactic visitor home before a sinister organization can capture her.",GB,3.0561,87,6.9,543,"Will Becher, Richard Phelan","1453616, 2355753","0.1877, 0.1329","Justin Fletcher, John Sparkes, Amalia Vitale, Kate Harbour, David Holt","224354, 1212388, 1428462, 124557, 1125783","0.3024, 0.3798, 0.1569, 0.3366, 0.276","Family, Animation, Adventure, Comedy, Science Fiction","StudioCanal, Aardman, Anton Capital Entertainment","694, 297, 20664","FR, GB",9204
Judy,2019-09-27,tt7549996,491283,"Thirty years after starring in ""The Wizard of Oz,"" beloved actress and singer Judy Garland arrives in London to perform sold-out shows at the Talk of the Town nightclub. While there, she reminisces with friends and fans and begins a whirlwind romance with musician Mickey Deans, her soon-to-be fifth husband.",GB,4.3969,118,6.7,1200,Rupert Goold,150098,0.2519,"Renée Zellweger, Jessie Buckley, Finn Wittrock, Rufus Sewell, Michael Gambon","9137, 1498158, 168877, 17328, 5658","3.7015, 2.403, 1.7057, 2.1761, 2.6265","Drama, History, Music","BBC Film, Calamity Films, Pathé, LD Entertainment, Roadside Attractions","288, 26369, 7981, 8533, 911","GB, US, FR",84956
Sorry We Missed You,2019-10-04,tt8359816,522369,"Ricky and his family have been fighting an uphill struggle against debt since the 2008 financial crash. An opportunity to wrestle back some independence appears with a shiny new van and the chance to run a franchise as a self-employed delivery driver. It's hard work, and his wife's job as a carer is no easier. The family unit is strong but when both are pulled in different directions everything comes to breaking point.",GB,2.3199,101,7.3,775,Ken Loach,15488,0.7654,"Kris Hitchen, Debbie Honeywood, Rhys Mcgowan, Katie Proctor, Ross Brewster","2188560, 2188561, 2260370, 5067794, 2315207","0.2282, 0.1785, 0.0297, 0.0338, 0.0877",Drama,"Sixteen Films, Why Not Productions, Wild Bunch, BBC Film, Les Films du Fleuve, France 2 Cinéma","12695, 729, 856, 288, 1926, 83","GB, FR, BE",14057
The Gentlemen,2020-01-01,tt8367814,522627,"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",GB,8.8778,113,7.68,6093,Guy Ritchie,956,4.4749,"Matthew McConaughey, Charlie Hunnam, Michelle Dockery, Jeremy Strong, Lyne Renee","10297, 56365, 70904, 239271, 45753","6.2826, 6.6236, 3.3162, 1.2947, 0.6115","Comedy, Crime","Miramax, Toff Guy Films, Coach Films, STXfilms","14, 2900, 210118, 47729","GB, US",73810
Sea Fever,2020-03-06,tt2716382,507441,The crew of a West of Ireland trawler—marooned at sea—struggle for their lives against a growing parasite in their water supply.,GB,2.615,95,6.1,575,Neasa Hardiman,1371823,0.1547,"Hermione Corfield, Ardalan Esmaili, Olwen Fouéré, Jack Hickey, Elie Bouakaze","1345419, 1601435, 933272, 1674731, 2140560","1.6646, 0.3864, 0.82, 0.2917, 0.0769","Thriller, Horror, Drama, Science Fiction, Mystery","Epic Pictures Group, Frakas Productions, Bright Pictures, Fís Éireann/Screen Ireland, Creativity Capital, Fantastic Films, Flexibon Films, Makar Productions, Pandastorm Pictures, Scandinavian Content Group","7662, 49473, 31786, 1898, 31787, 107359, 79822, 2446, 127332, 169296","BE, IE, SE, GB",8431
Radioactive,2020-03-11,tt6017756,480857,The story of Nobel Prize winner Marie Curie and her extraordinary scientific discoveries—through the prism of her marriage to husband Pierre—and the seismic and transformative effects their discovery of radium had on the 20th century.,GB,2.468,111,6.6,858,Marjane Satrapi,20659,0.384,"Rosamund Pike, Sam Riley, Aneurin Barnard, Simon Russell Beale, Katherine Parkinson","10882, 32987, 145143, 57461, 74158","7.6537, 1.1346, 0.7607, 0.8188, 1.0769","Drama, Romance, History","Working Title Films, Shoebox Films, StudioCanal","10163, 28473, 694","FR, GB",24573
Misbehaviour,2020-03-12,tt9148706,567965,"A group of women involved in the Women's Liberation Movement hatched a plan to invade the stage and disrupt the live broadcast at the 1970 Miss World competition in London, resulting in overnight fame for the newly-formed organization. When the show resumed, the results caused an uproar and turned the Western ideal of beauty on its head.",GB,2.6984,107,6.4,282,Philippa Lowthorpe,96305,0.493,"Keira Knightley, Gugu Mbatha-Raw, Jessie Buckley, Keeley Hawes, Phyllis Logan","116, 1216606, 1498158, 22809, 127164","8.2872, 1.8699, 2.403, 1.5801, 1.2468","Drama, History, Comedy",Left Bank Pictures,5340,GB,24769
Ghosts of War,2020-07-03,tt6508228,608195,A group of World War II American soldiers encounter a supernatural enemy as they occupy a French castle previously under Nazi control.,GB,2.3548,94,6.2,559,Eric Bress,20218,0.5027,"Brenton Thwaites, Theo Rossi, Skylar Astin, Kyle Gallner, Alan Ritchson","1017347, 51995, 73128, 59219, 64295","1.3845, 1.8615, 1.3508, 1.9915, 6.4417","Horror, Thriller, War, Science Fiction","Miscellaneous Entertainment, Highland Film Group, Day Tripper Films","46240, 76991, 207449",US,7038
Monster Family 2,2021-10-15,tt15096796,823609,"To free Baba Yaga and Renfield from the clutches of Monster Hunter Mila Starr, the Wishbone Family once more transforms into a Vampire, Frankenstein's Monster, a Mummy and a Werewolf but when aided by their three pet bats, the Monster Family zooms around the world again to save their friends, make new monstrous acquaintances.",GB,2.14,103,6.648,88,Holger Tappe,66942,0.1373,"Emily Watson, Nick Frost, Jessica Brown Findlay, Ethan Rouse, Jason Isaacs","1639, 11109, 567269, 1613130, 11355","3.5665, 4.05, 1.4964, 0.1855, 5.6555","Animation, Family, Comedy","Ambient Entertainment, Rothkirch Cartoon Film, Timeless Films, Warner Bros. Entertainment Germany","8104, 8177, 17012, 17466","DE, GB",103754
Living,2022-11-04,tt9051908,760099,"London, 1953. Mr. Williams, a veteran civil servant, is an important cog within the city's bureaucracy as it struggles to rebuild in the aftermath of World War II. Buried under paperwork at the office and lonely at home, his life has long felt empty and meaningless. Then a devastating medical diagnosis forces him to take stock, and to try and grasp some fulfilment before it passes permanently beyond reach.",GB,2.8922,102,7.0,439,Oliver Hermanus,1028297,0.2145,"Bill Nighy, Aimee Lou Wood, Alex Sharp, Tom Burke, Adrian Rawlins","2440, 2201317, 136127, 52891, 1643","3.9355, 3.1474, 0.5636, 1.465, 2.9022",Drama,"Number 9 Films, Film4 Productions, County Hall Arts, Lipsync Productions, RocketScience, Kurosawa Production, Filmgate Films, Film i Väst, Woolley/Karlsen Productions","11752, 6705, 187663, 9987, 52059, 2680, 18230, 2801, 187664","JP, SE, GB",7805
The Amazing Maurice,2022-12-16,tt10473036,676710,"Maurice is a streetwise ginger cat who comes up with a money-making scam by befriending a group of self-taught talking rats. When Maurice and the rodents meet a bookworm called Malicia, their little con soon goes down the drain.",GB,2.8445,93,6.718,163,Toby Genkel,57917,0.3676,"Hugh Laurie, Emilia Clarke, David Thewlis, Himesh Patel, David Tennant","41419, 1223786, 11207, 1227717, 20049","3.4661, 6.9645, 3.1857, 0.7698, 2.6454","Animation, Adventure, Comedy, Family, Fantasy","Ulysses Filmproduktion, Cantilever Media, Narrativia, Studio Rakete, Squeeze, Red Star 3D, Telepool, Global Screen, Creative Europe Media, Sky Original Productions","50163, 129669, 90827, 129670, 129671, 115965, 823, 62277, 100886, 117455","BE, CA, DE, GB",92623
