title,release_date,imdb_id,tmdb_id,overview,directors,cast_top5,genres,production_companies,production_countries
V/H/S/94,2021-09-26,tt14867006,753453,"After the discovery of a mysterious VHS tape, a brutish police SWAT team launches a high-intensity raid on a remote warehouse, only to discover a sinister cult compound whose collection of pre-recorded material uncovers a nightmarish conspiracy.","Jennifer Reeder, Ryan Prows, Steven Kostanski, Simon Barrett, Chloe Okuno, Timo Tjahjanto","Anna Hopkins, Anthony Christian Potenza, Brian Paul, Tim Campbell, Gina Louise Phillips","Horror, Thriller","Bloody Disgusting, Raven Banner Entertainment, Radio Silence, Studio71, Hangar 18 Media, Shudder, Cinepocalypse","ID, US"
Secrets of the Saqqara Tomb,2020-10-28,tt13150630,753583,"This documentary follows a team of local archaeologists excavating never before explored passageways, shafts, and tombs, piecing together the secrets of Egypt’s most significant find in almost 50 years in Saqqara.",James Tovell,Salima Ikram,Documentary,"At Land Productions, Lion Television","EG, US"
My Dad's Christmas Date,2020-12-03,tt11457736,754053,"It’s Christmas and the charming city of York, home to Jules, 16 and her Dad, David is decked out ready for the festive season. In many ways, David and Jules’ relationship is no different from that of most fathers and their sixteen-year-old daughters. He struggles to understand her, she refuses to communicate with him. He wants to be involved in her life, she wants her own space. In one important respect, however, David and Jules share a profound bond: the death of Jules’ mum, and David’s wife, in a car crash two years before. With both struggling to cope with everyday life in the shadow of their loss, Jules, inspired by happy memories of her mum, decides to take matters into her own hands.",Mick Davis,"Jeremy Piven, Olivia-Mai Barrett, Hadar Cats, Nathalie Cox, Roger Ashton-Griffiths","Romance, Comedy","Goldfinch, Highfield Grange Studios, MSR Media, SPI International",GB
Last Three Days,2020-11-13,tt6794504,754219,"After getting mixed up with a dangerous crime syndicate, an undercover cop wakes up to discover he is missing his partner, his wife, and three days of his life.",Brian Ulrich,"Robert Palmer Watkins, Thomas Wilson Brown, Deborah Lee Smith, Roy Huang, Gina Hiraizumi","Action, Crime, Mystery, Thriller","Brotherhood Studios, Slater Brothers Entertainment",US
The Last Manhunt,2022-11-18,tt11399896,754452,"In 1909, Willie Boy and his love Carlota go on the run after he accidentally shoots her father in a confrontation gone terribly wrong. With President Taft coming to the area, the local sheriff leads two Native American trackers seeking justice for their “murdered” tribal leader.",Christian Camargo,"Martin Sensmeier, Mainei Kinimaka, Jason Momoa, Zahn McClarnon, Lily Gladstone","Western, Crime, Drama, Romance",On the Roam,US
Son,2021-03-18,tt5624466,754934,"When a young boy contracts a mysterious illness, his mother must decide how far she will go to protect him from terrifying forces in her past.",Ivan Kavanagh,"Andi Matichak, Emile Hirsch, Luke David Blumm, Cranston Johnson, Blaine Maye","Horror, Thriller","Belladonna Productions, Elastic Film, Park Films","IE, GB, US"
Day Shift,2022-08-12,tt13314558,755566,An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.,J.J. Perry,"Jamie Foxx, Dave Franco, Natasha Liu Bordizzo, Meagan Good, Zion Broadnax","Action, Fantasy, Horror, Comedy, Thriller","87Eleven, Impossible Dream Entertainment",US
Sneakerella,2022-05-11,tt10160886,756187,"When El, an aspiring sneaker designer from Queens, meets Kira King, the fiercely independent daughter of legendary basketball star and sneaker tycoon Darius King, sparks fly as the two bond over their mutual affinity for sneakers. With a little nudge from his best friend and a sprinkle of Fairy Godfather magic, El finds the courage to use his talent to pursue his dream of becoming a ‘legit’ sneaker designer in the industry.",Elizabeth Allen Rosenbaum,"Chosen Jacobs, Lexi Underwood, Kolton Stewart, Devyn Nekoda, Robyn Alomar","Music, Comedy, Family","Jane Startz Productions, Maple Plus Productions, Disney Branded Television","CA, US"
Riverdance: The Animated Adventure,2021-05-28,tt10841088,756403,A young Irish boy named Keegan and Spanish girl named Moya journey into a magical world of the Megaloceros Giganteus who teach them to appreciate Riverdance as a celebration of life. Based on the stage show phenomenon of the same name and featuring Bill Whelan’s multi-platinum Grammy Award-winning music.,"Dave Rosenbaum, Eamonn Butler","Pierce Brosnan, Sam Hardy, Hannah Herman Cortes, Lilly Singh, Jermaine Fowler","Animation, Fantasy, Music, Adventure, Comedy, Family","Cinesite Animation, Aniventure, River Productions Ltd",CA
Asteroid-a-Geddon,2020-10-23,tt13298656,756499,"A global scientific summit debates and fails on a plan to stop a massive asteroid heading straight for Earth, with all countries blaming each other for the impeding disaster. With communications tense, the daughter of a tech billionaire assembles her own team of specialists to try to destroy the asteroid before it is too late.",Geoff Meed,"Eric Roberts, Veronika Issa, Jennifer Lee Wiggins, Craig Gellis, Terry Woodberry","Science Fiction, Action",The Asylum,US
The Black Phone,2022-06-17,tt7144666,756999,"Finney Blake, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",Scott Derrickson,"Mason Thames, Ethan Hawke, Madeleine McGraw, Jeremy Davies, E. Roger Mitchell","Horror, Thriller","Blumhouse Productions, Crooked Highway",US
Audrey,2020-11-30,tt10731386,757388,"An unprecedented and intimate look at the life, work and enduring legacy of British actress Audrey Hepburn (1929-1993).",Helena Coan,"Alessandra Ferri, Francesca Hayward, Keira Moore, Michael Avedon, Peter Bogdanovich","Documentary, History, TV Movie","Salon Pictures, Head Gear Films, XYZ Films, Metrol Technology, Kreo Films, Red Five, Renoir Pictures, Bohemia Media","GB, US"
Shotgun Wedding,2022-12-28,tt9686790,758009,"Darcy and Tom gather their families for the ultimate destination wedding but when the entire party is taken hostage, “’Til Death Do Us Part” takes on a whole new meaning. Now, Darcy and Tom must save their loved ones—if they don’t kill each other first.",Jason Moore,"Jennifer Lopez, Josh Duhamel, Lenny Kravitz, Jennifer Coolidge, Sônia Braga","Action, Comedy, Romance","Mandeville Films, Nuyorican Productions",US
Peter's To-Do List,2019-09-17,tt11107678,758025,"On the eve of his departure to Europe, Peter Parker tells Ned Leeds that he has several things to do before they leave.",Jon Watts,"Tom Holland, Jacob Batalon, Hemky Madera, Tony Revolori, Tuwaine Barrett","Science Fiction, Action, Adventure","Marvel Studios, Pascal Pictures, Columbia Pictures",US
The Pope's Exorcist,2023-04-05,tt13375076,758323,"Father Gabriele Amorth, Chief Exorcist of the Vatican, investigates a young boy's terrifying possession and ends up uncovering a centuries-old conspiracy the Vatican has desperately tried to keep hidden.",Julius Avery,"Russell Crowe, Daniel Zovatto, Alex Essoe, Peter DeSouza-Feighoney, Ralph Ineson","Horror, Thriller","Screen Gems, 2.0 Entertainment, Loyola Productions",US
"Good Luck to You, Leo Grande",2022-06-16,tt13352968,758330,"Nancy Stokes, a retired schoolteacher, is pretty sure she has never had good sex. Now that her husband has died, she is determined to take a tour of sexual vistas that until now she has only imagined. She even has a plan; it involves an anonymous hotel room, and a sex worker who calls himself Leo Grande.",Sophie Hyde,"Emma Thompson, Daryl McCormack, Isabella Laughland, Les Mabaleka, Lennie Beare","Romance, Drama","Cornerstone Films, Genesius Pictures, Align",GB
Love Again,2023-05-04,tt10276482,758336,"Mira Ray, dealing with the loss of her fiancé, John, sends a series of romantic texts to his old cell phone number… not realizing the number was reassigned to Rob Burns' new work phone. Rob, a journalist, is captivated by the honesty in the beautifully confessional texts. When he’s assigned to write a profile of megastar Céline Dion, he enlists her help in figuring out how to meet Mira in person and win her heart.",Jim Strouse,"Priyanka Chopra Jonas, Sam Heughan, Céline Dion, Sofia Barclay, Russell Tovey","Romance, Drama, Comedy","Screen Gems, Thunder Road, 2.0 Entertainment",US
Mothers' Instinct,2024-01-11,tt13397574,758679,"Housewives Alice and Celine are best friends and neighbours who seem to have it all. However, when a tragic accident shatters the harmony of their lives, guilt, suspicion and paranoia begin to unravel their sisterly bond.",Benoît Delhomme,"Anne Hathaway, Jessica Chastain, Anders Danielsen Lie, Josh Charles, Caroline Lagerfelt","Thriller, Drama","Freckle Films, Anton, Mosaic, Versus Production","BE, GB, US"
Drive My Car,2021-08-18,tt14039582,758866,"Yusuke Kafuku, a stage actor and director, still unable, after two years, to cope with the loss of his beloved wife, accepts to direct Uncle Vanya at a theater festival in Hiroshima. There he meets Misaki, an introverted young woman, appointed to drive his car. In between rides, secrets from the past and heartfelt confessions will be unveiled.",Ryūsuke Hamaguchi,"Hidetoshi Nishijima, Toko Miura, Masaki Okada, Reika Kirishima, Park Yu-rim",Drama,"Bitters End, C&I entertainment, Culture Entertainment, J-LOD, nekojarashi, Quaras, Bungeishunju, L'espace Vision, Nippan Group Holdings, The Asahi Shimbun",JP
A Castle for Christmas,2021-11-26,tt13070602,758879,"To escape a scandal, a bestselling author journeys to Scotland, where she falls in love with a castle -- and faces off with the grumpy duke who owns it.",Mary Lambert,"Brooke Shields, Cary Elwes, Lee Ross, Andi Osho, Tina Gray","Comedy, Adventure","Motion Picture Corporation of America, Brad Krevoy Television","GB, US"
Blindfire,2020-11-13,tt10103028,758935,"A police officer who while responding to a violent hostage call, kills the African American suspect only to later learn of his innocence. Sensing this was a set-up, and facing repercussions, he must track down the person responsible while examining his own accountability and the ingrained racism which brought him to this point.",Michael Nell,"Brian Geraghty, Sharon Leal, Bethany Joy Lenz, Jim Beaver, Edwina Findley","Crime, Drama, Thriller",Kandoo Films,US
Rise,2022-06-23,tt11242162,759054,"After emigrating to Greece from Nigeria, Vera and Charles Antetokounmpo struggled to survive and provide for their five children, while living under the daily threat of deportation. Desperate to obtain Greek citizenship but undermined by a system that blocked them at every turn, the family's vision, determination and faith lifted them out of obscurity to launch the careers of three NBA champions.",Akin Omotoso,"Uche Agada, Dayo Okeniyi, Yetide Badaki, Ral Agada, Jaden Osimuwa",Drama,"Walt Disney Pictures, Faliro House Productions, NBA Entertainment","GR, US"
The Princess,2022-06-16,tt13406136,759175,"A beautiful, strong-willed young royal refuses to wed the cruel sociopath to whom she is betrothed and is kidnapped and locked in a remote tower of her father’s castle. With her scorned, vindictive suitor intent on taking her father’s throne, the princess must protect her family and save the kingdom.",Le Van Kiet,"Joey King, Dominic Cooper, Olga Kurylenko, Veronica Ngo, Alex Reid","Action, Fantasy","20th Century Studios, Original Film",US
Blackout,2022-10-12,tt8363392,759507,"A man wakes in a hospital with no memory, and quickly finds himself on the run in a locked down hospital with the Cartel on his tail.",Sam Macaroni,"Josh Duhamel, Abbie Cornish, Omar Chaparro, Nick Nolte, Lou Ferrigno Jr.","Action, Adventure, Thriller","Patriot Pictures, Itaca Films, Lost Winds Entertainment",US
Surrounded,2023-04-02,tt2572212,759584,"After her stagecoach is ambushed, a woman is  tasked with holding a dangerous outlaw captive and must survive the day when the bandit’s gang tries to free him.",Anthony Mandler,"Letitia Wright, Jamie Bell, Michael Kenneth Williams, Jeffrey Donovan, Kevin Wiggins","Western, Action, Drama","Blackhand Pictures, Mandalay Pictures, Bron Studios, Metro-Goldwyn-Mayer, 3.16 Productions","CA, GB, US"
Hunter Hunter,2020-12-18,tt2226162,759902,"A fur trapper leaves his wife and daughter behind to kill a rogue wolf in the remote wilderness, but they soon become increasingly worried when their peaceful existence is disrupted.",Shawn Linden,"Camille Sullivan, Summer H. Howell, Devon Sawa, Nick Stahl, Gabriel Daniels","Horror, Thriller, Mystery","MarVista Entertainment, Particular Crowd, Julijette","CA, US"
